,iter_id,NN_ate_pred,NN_att_pred,NN_bias_att,NN_atc_pred,NN_policy_value,NN_policy_risk,NN_err_fact,SAE_e2e_ate_pred,SAE_e2e_att_pred,SAE_e2e_bias_att,SAE_e2e_atc_pred,SAE_e2e_policy_value,SAE_e2e_policy_risk,SAE_e2e_err_fact,SAE_stacked_all_layer_active_ate_pred,SAE_stacked_all_layer_active_att_pred,SAE_stacked_all_layer_active_bias_att,SAE_stacked_all_layer_active_atc_pred,SAE_stacked_all_layer_active_policy_value,SAE_stacked_all_layer_active_policy_risk,SAE_stacked_all_layer_active_err_fact,SAE_stacked_cur_layer_active_ate_pred,SAE_stacked_cur_layer_active_att_pred,SAE_stacked_cur_layer_active_bias_att,SAE_stacked_cur_layer_active_atc_pred,SAE_stacked_cur_layer_active_policy_value,SAE_stacked_cur_layer_active_policy_risk,SAE_stacked_cur_layer_active_err_fact,LR_ate_pred,LR_att_pred,LR_bias_att,LR_atc_pred,LR_policy_value,LR_policy_risk,LR_err_fact,LR_Lasso_ate_pred,LR_Lasso_att_pred,LR_Lasso_bias_att,LR_Lasso_atc_pred,LR_Lasso_policy_value,LR_Lasso_policy_risk,LR_Lasso_err_fact
0,0,-0.006944444444444444,-0.016666666666666666,0.10952380952380952,0.0,0.7072649572649573,0.2927350427350427,0.17133956386292834,0.006944444444444444,-0.11666666666666667,0.20952380952380953,0.09523809523809523,0.7274774774774775,0.2725225225225225,0.2725225225225225,0.013888888888888888,-0.1,0.19285714285714287,0.19285714285714287,0.6625,0.3375,0.17757009345794392,0.013888888888888888,-0.1,0.19285714285714287,0.09523809523809523,0.7228174603174603,0.2771825396825397,0.18691588785046728,0.041666666666666664,-0.13333333333333333,0.2261904761904762,0.16666666666666666,0.6102053140096619,0.38979468599033806,0.19158878504672897,0.020833333333333332,-0.11666666666666667,0.20952380952380953,0.11904761904761904,0.7258371385083714,0.2741628614916286,0.1806853582554517
1,1,0.1111111111111111,0.0,0.29047619047619044,0.19047619047619047,0.6401326699834162,0.3598673300165838,0.16978193146417445,0.16666666666666666,-0.05,0.34047619047619043,0.32142857142857145,0.677703373015873,0.322296626984127,0.322296626984127,0.1111111111111111,0.016666666666666666,0.2738095238095238,0.2738095238095238,0.656648451730419,0.34335154826958103,0.17601246105919002,0.14583333333333334,-0.016666666666666666,0.3071428571428571,0.2619047619047619,0.6724137931034482,0.3275862068965518,0.16822429906542055,0.1111111111111111,0.0,0.29047619047619044,0.19047619047619047,0.6405723905723906,0.35942760942760943,0.16666666666666666,0.13194444444444445,-0.18333333333333332,0.4738095238095238,0.35714285714285715,0.6654874213836478,0.3345125786163522,0.19314641744548286
2,2,0.0,0.07017543859649122,0.005444646098003658,-0.04597701149425287,0.6965608465608465,0.3034391534391535,0.1588785046728972,0.041666666666666664,0.05263157894736842,0.012099213551119148,0.034482758620689655,0.7170886075949366,0.28291139240506336,0.28291139240506336,0.034722222222222224,0.08771929824561403,0.022988505747126464,0.022988505747126464,0.7145061728395061,0.2854938271604939,0.1573208722741433,0.041666666666666664,0.05263157894736842,0.012099213551119148,0.034482758620689655,0.7288533834586466,0.2711466165413534,0.1588785046728972,0.0,0.017543859649122806,0.04718693284936476,-0.011494252873563218,0.6857708612226684,0.3142291387773316,0.16510903426791276,0.05555555555555555,0.07017543859649122,0.005444646098003658,0.04597701149425287,0.7143518518518519,0.2856481481481481,0.16199376947040497
3,3,0.05555555555555555,-0.017241379310344827,0.03207698476343216,0.10465116279069768,0.7962328767123288,0.20376712328767121,0.16666666666666666,0.041666666666666664,0.08620689655172414,0.13552526062550113,0.011627906976744186,0.8061556927297668,0.19384430727023316,0.19384430727023316,0.027777777777777776,0.017241379310344827,0.06655974338412182,0.06655974338412182,0.8002136752136753,0.19978632478632474,0.15109034267912771,0.034722222222222224,0.0,0.04931836407377699,0.05813953488372093,0.8032407407407407,0.1967592592592593,0.15109034267912771,0.0,0.017241379310344827,0.06655974338412182,-0.011627906976744186,0.7916666666666666,0.20833333333333337,0.14953271028037382,0.034722222222222224,0.017241379310344827,0.06655974338412182,0.046511627906976744,0.8003257887517147,0.19967421124828533,0.15109034267912771
4,4,0.08333333333333333,0.058823529411764705,0.051233396584440274,0.0967741935483871,0.8009868421052632,0.19901315789473684,0.1542056074766355,0.05555555555555555,0.1568627450980392,0.046805819101834234,0.0,0.7728258321612753,0.22717416783872468,0.22717416783872468,0.013888888888888888,-0.0392156862745098,0.14927261227071478,0.14927261227071478,0.8024691358024691,0.19753086419753085,0.15109034267912771,0.125,-0.0392156862745098,0.14927261227071478,0.21505376344086022,0.8324786324786325,0.16752136752136748,0.17289719626168223,0.04861111111111111,-0.0784313725490196,0.1884882985452246,0.11827956989247312,0.807962962962963,0.192037037037037,0.1542056074766355,0.0625,-0.0784313725490196,0.1884882985452246,0.13978494623655913,0.8063888888888889,0.19361111111111107,0.1573208722741433
5,5,-0.05555555555555555,0.03225806451612903,0.030291109362706542,-0.12195121951219512,0.7594850948509485,0.2405149051490515,0.1526479750778816,-0.027777777777777776,0.03225806451612903,0.030291109362706542,-0.07317073170731707,0.7594850948509485,0.2405149051490515,0.2405149051490515,0.020833333333333332,0.016129032258064516,0.014162077104642026,0.014162077104642026,0.7638888888888888,0.23611111111111116,0.1573208722741433,-0.041666666666666664,-0.04838709677419355,0.050354051927616036,-0.036585365853658534,0.7708333333333334,0.22916666666666663,0.16043613707165108,-0.027777777777777776,0.04838709677419355,0.04642014162077106,-0.08536585365853659,0.7599451303155007,0.2400548696844993,0.1542056074766355,0.006944444444444444,0.016129032258064516,0.014162077104642026,0.0,0.7674479166666667,0.23255208333333333,0.15109034267912771
6,6,-0.006944444444444444,0.047619047619047616,0.05291005291005296,-0.04938271604938271,0.7064814814814815,0.2935185185185185,0.1573208722741433,0.013888888888888888,0.09523809523809523,0.10052910052910058,-0.04938271604938271,0.7111625514403291,0.28883744855967086,0.28883744855967086,0.006944444444444444,0.1111111111111111,0.11640211640211645,0.11640211640211645,0.7111625514403291,0.28883744855967086,0.1557632398753894,0.034722222222222224,0.14285714285714285,0.1481481481481482,-0.04938271604938271,0.7152777777777778,0.2847222222222222,0.1557632398753894,0.013888888888888888,0.047619047619047616,0.05291005291005296,-0.012345679012345678,0.707309472934473,0.292690527065527,0.1557632398753894,0.020833333333333332,0.09523809523809523,0.10052910052910058,-0.037037037037037035,0.7087301587301587,0.29126984126984135,0.1573208722741433
7,7,0.027777777777777776,0.03278688524590164,0.058660873000197435,0.024096385542168676,0.6891447368421053,0.3108552631578947,0.16666666666666666,0.020833333333333332,0.13114754098360656,0.03969978273750749,-0.060240963855421686,0.6744477911646587,0.3255522088353413,0.3255522088353413,0.006944444444444444,0.03278688524590164,0.058660873000197435,0.058660873000197435,0.6946159122085048,0.3053840877914952,0.1557632398753894,0.04861111111111111,0.16393442622950818,0.07248666798340911,-0.03614457831325301,0.7029278591778593,0.29707214082214073,0.16043613707165108,0.020833333333333332,0.08196721311475409,0.009480545131344983,-0.024096385542168676,0.6950445816186557,0.3049554183813443,0.1542056074766355,0.006944444444444444,0.08196721311475409,0.009480545131344983,-0.04819277108433735,0.6867378048780488,0.3132621951219512,0.16510903426791276
8,8,0.006944444444444444,0.015384615384615385,0.001557935735151006,0.0,0.7159722222222222,0.28402777777777777,0.16510903426791276,-0.006944444444444444,0.03076923076923077,0.01382667964946438,-0.0379746835443038,0.718452380952381,0.28154761904761905,0.28154761904761905,-0.013888888888888888,0.07692307692307693,0.059980525803310536,0.059980525803310536,0.7242440225035162,0.27575597749648384,0.16043613707165108,-0.006944444444444444,0.046153846153846156,0.029211295034079765,-0.05063291139240506,0.7154970760233917,0.28450292397660826,0.16510903426791276,0.006944444444444444,0.046153846153846156,0.029211295034079765,-0.02531645569620253,0.718452380952381,0.28154761904761905,0.16510903426791276,-0.006944444444444444,0.015384615384615385,0.001557935735151006,-0.02531645569620253,0.7126322751322751,0.2873677248677249,0.16510903426791276
9,9,0.034722222222222224,-0.058823529411764705,0.16382036685641999,0.08602150537634409,0.7448593073593074,0.2551406926406926,0.17601246105919002,-0.013888888888888888,0.0784313725490196,0.02656546489563566,-0.06451612903225806,0.7251420454545455,0.2748579545454545,0.2748579545454545,0.04861111111111111,-0.23529411764705882,0.3402909550917141,0.3402909550917141,0.771558872305141,0.22844112769485903,0.18847352024922118,0.0,0.0,0.10499683744465527,0.0,0.7222222222222222,0.2777777777777778,0.15109034267912771,-0.013888888888888888,-0.0392156862745098,0.14421252371916507,0.0,0.7073170731707317,0.29268292682926833,0.17601246105919002,-0.034722222222222224,0.0196078431372549,0.08538899430740036,-0.06451612903225806,0.7176966292134832,0.2823033707865168,0.16822429906542055
